PlatformNo,Platform number,Lat,Long,Tag,Top,Cash,,,
13876,Williams St near Davie St,-43.37934,172.66204,1147,46,,,,
12338,Williams St near Holland Drive,-43.39387,172.65186,117,2,,,,
12317,Williams St near Ohoka Rd,-43.38809,172.65453,1113,27,,,,
15255,Williams St near Ohoka Rd,-43.38817,172.65468,706,43,,,,
13830,Williams St near Sims Rd,-43.37538,172.66267,50,0,,,,
15238,Williams St near Vickery St,-43.39335,172.65227,1737,42,,,,
12329,Williams St near Vickery St,-43.39244,172.65251,189,5,,,,
23430,Wilsons Rd,-43.5622,172.65701,2250,58,,,,
23699,Wilsons Rd,-43.56203,172.65707,38,3,,,,
23411,Wilsons Rd near Beckford Rd,-43.55908,172.65463,2272,54,,,,
23718,Wilsons Rd near Koromiko St,-43.55916,172.6549,15,0,,,,
32683,Wilsons Rd near Riverlaw Tce,-43.55381,172.65098,31,0,,,,
32817,Wilsons Rd near Timbertop Ln,-43.55399,172.65093,3206,108,,,,
19232,Winchester St near Andover St,-43.51956,172.62196,3212,16,,,,
42239,Winchester St near Coleridge Tce,-43.60097,172.71972,32,2,,,,
10320,Withells Rd near Apsley Dr,-43.51267,172.55522,2295,67,,,,
10222,Withells Rd near Apsley Dr,-43.51216,172.55534,615,12,,,,
13573,Withells Rd near Avonhead Rd,-43.50452,172.55992,3234,101,,,,
13539,Withells Rd near Avonhead Rd,-43.50439,172.55983,226,9,,,,
10312,Withells Rd near Gainford St,-43.51425,172.55429,2623,85,,,,
10233,Withells Rd near Gainford St,-43.51413,172.5542,788,32,,,,
13556,Withells Rd near Merrin St,-43.50993,172.5568,1699,60,,,,
50712,Withells Rd near Staveley St,-43.51739,172.55248,644,41,,,,
43043,Withells Rd near Westall Ln,-43.5063,172.55889,2384,89,,,,
13541,Withells Rd near Westall Ln,-43.50657,172.55859,241,10,,,,
50708,Withells Rd near Woodbury St,-43.51726,172.55239,873,30,,,,
13404,Woodbury St near Glenharrow Ave,-43.51799,172.54911,1639,39,,,,
13157,Woodbury St near Glenharrow Ave,-43.5181,172.54907,897,22,,,,
26087,Woodend,-43.32039,172.66491,456,23,,,,
46048,Woodend,-43.32027,172.66505,10,0,,,,
15077,Woodend (Main North Rd),-43.32778,172.66613,932,27,,,,
26170,Woodend (Main North Rd),-43.32785,172.66596,20,0,,,,
26002,Woodend Rd near Greenwood Cl,-43.32056,172.66022,136,2,,,,
15860,Woodend Rd near Greenwood Cl,-43.32042,172.66078,6,0,,,,
51029,Woodham Rd near Avonside Dr,-43.52516,172.66163,2226,52,,,,
51055,Woodham Rd near Brittan St,-43.52528,172.66401,1254,49,,,,
37174,Woodham Rd near Carnarvon St,-43.52524,172.67731,1739,103,,,,
36862,Woodham Rd near Carnarvon St,-43.52512,172.67747,1653,136,,,,
51040,Woodham Rd near Linwood Ave,-43.52528,172.6612,1502,67,,,,
51072,Woodham Rd near Ngarimu St,-43.52525,172.67369,2253,182,,,,
51190,Woodham Rd near Ngarimu St,-43.52505,172.67461,875,57,,,,
51038,Woodham Rd near Patten St,-43.52516,172.66489,1240,34,,,,
51064,Woodham Rd near Tancred St,-43.52527,172.6702,785,33,,,,
51157,Woodham Rd near Tancred St,-43.52514,172.67086,651,31,,,,
53781,Yaldhurst,-43.51234,172.50716,1,0,,,,
24378,Yaldhurst Rd near Angela St,-43.53147,172.57031,550,11,,,,
24661,Yaldhurst Rd near Brodie St,-43.53015,172.56584,2461,39,,,,
24805,Yaldhurst Rd near Bucknell St,-43.52738,172.55749,3762,154,,,,
24626,Yaldhurst Rd near Bucknell St,-43.52738,172.55674,823,28,,,,
24833,Yaldhurst Rd near Corfe St,-43.52874,172.5612,719,34,,,,
24908,Yaldhurst Rd near Curletts Rd,-43.53081,172.56868,16318,402,,,,
24592,Yaldhurst Rd near English St,-43.52897,172.56268,1857,98,,,,
24500,Yaldhurst Rd near Ludecke Pl,-43.53008,172.56633,17935,71,,,,
24603,Yaldhurst Rd near Nortons Rd,-43.52674,172.55469,709,31,,,,
24996,Yaldhurst Rd near Racecourse Rd,-43.52631,172.55403,1736,54,,,,
24977,Yaldhurst Rd near Withells Rd,-43.52446,172.54793,1405,68,,,,
42826,Yaldhurst Rd near Withells Rd,-43.52435,172.54696,81,6,,,,
