PlatformNo,Platform number,Lat,Long,Tag,Top,Cash,,,
10298,Maidstone Rd near Highfield Pl,-43.51696,172.56073,2218,49,,,Marine Pde near Bowhill Rd,39
10003,Maidstone Rd near Hounslow St,-43.517,172.56762,1027,38,,,Marine Pde near Cygnet St,24
10267,Maidstone Rd near Radbrook St,-43.51704,172.55997,232,1,,,Marine Pde near Hawke St,70
10536,Maidstone Rd near Solway Ave,-43.51693,172.56816,6677,196,,,Marine Pde near Lonsdale St,9
10280,Maidstone Rd near Westmont St,-43.51671,172.56528,10689,334,,,Marine Pde near Rawhiti Ave,11
40721,Main North near Loftus St,-43.49567,172.60844,18301,396,,,Marriner St near Main Rd,2018
15319,Main North Rd,-43.47725,172.61703,3010,127,,,Marriner St near Richmond Hill Wlk,16
15825,Main North Rd,-43.36395,172.66363,1398,64,,,Marriner St near Wakefield Ave,47
15199,Main North Rd,-43.44004,172.63587,547,15,,,Marshland Rd,34
15873,Main North Rd,-43.39887,172.64884,144,0,,,Marshland Rd near Alma Pl,270
13979,Main North Rd,-43.39901,172.64852,18,0,,,Marshland Rd near Amos Pl,363
12236,Main North Rd,-43.44077,172.63511,14,0,,,Marshland Rd near Cotton St,523
13797,Main North Rd,-43.36358,172.66367,2,0,,,Marshland Rd near Hammersley Ave,77
42614,Main North Rd near Barnes Rd,-43.47263,172.61741,8010,366,,,Marshland Rd near Hercules St,513
13462,Main North Rd near Barnes Rd,-43.47263,172.6171,1834,52,,,Marshland Rd near Joy St,81
15357,Main North Rd near Belfast Rd,-43.44947,172.62968,4686,185,,,Marshland Rd near Mcsaveneys Rd,1
12941,Main North Rd near Belfast Rd,-43.44948,172.62935,372,18,,,Marshland Rd near Pagoda St,138
12973,Main North Rd near Cranford St,-43.4866,172.61598,3089,74,,,Marshland Rd near Voss St,189
37980,Main North Rd near Cranford St,-43.48691,172.61626,2155,56,,,Martindales Rd near Station Rd,222
15123,Main North Rd near Cunliffe Rd,-43.46837,172.61776,1386,21,,,Martindales Rd near Truscotts Rd,29
15936,Main North Rd near Donegal St,-43.44708,172.63125,3831,124,,,Masefield Dr near Durrell Wy,513
12047,Main North Rd near Donegal St,-43.44697,172.63099,319,8,,,Masham Rd near Kintyre Dr,249
12340,Main North Rd near Doubledays Rd,-43.40591,172.64648,4,0,,,Masham Rd near Rosella St,454
12386,Main North Rd near Factory Rd,-43.44239,172.63403,171,4,,,Mathers Rd near Cedars St,46
15388,Main North Rd near Factory Rd,-43.44141,172.63496,134,4,,,Mathers Rd near Hoon Hay Rd,423
44469,Main North Rd near Hewitts Rd,-43.31783,172.66767,1803,55,,,Mathers Rd near Redgrave St,847
44482,Main North Rd near Hewitts Rd,-43.31769,172.66759,23,1,,,Mathers Rd near Waters St,960
44702,Main North Rd near Holland Dr,-43.39435,172.65179,627,18,,,Matipo St near Elizabeth St,130
42241,Main North Rd near Kaiapoi Golf Club,-43.37198,172.66372,1341,53,,,Matipo St near Maxwell St,50
12291,Main North Rd near Kaiapoi Golf Club,-43.37182,172.66361,26,0,,,Matipo St near Peverel St,66
32339,Main North Rd near Lagan St,-43.4541,172.62672,3874,70,,,Matipo St near Rex St,279
12788,Main North Rd near Lagan St,-43.45411,172.6264,854,38,,,Mccarthy St near Rowley Ave,1528
15839,Main North Rd near Lees Rd,-43.35464,172.66479,859,13,,,McCormacks Bay Rd & Maffeys Rd WB,19
42287,Main North Rd near Lees Rd,-43.35417,172.66441,53,0,,,Mcgregors Rd near Ruru Rd,1
15915,Main North Rd near Link Rd,-43.42369,172.65122,367,3,,,Memorial Ave near Avice Hill Reserve,404
47298,Main North Rd near Link Rd,-43.42326,172.65126,31,2,,,Memorial Ave near Burnside Park,277
13347,Main North Rd near Manse Pl,-43.47723,172.61674,3139,52,,,Memorial Ave near Chilcombe St,189
36668,Main North Rd near Meadow St,-43.48883,172.61506,8010,186,,,Memorial Ave near Grahams Rd,420
15106,Main North Rd near Momorangi Cres,-43.48184,172.61666,6560,117,,,Memorial Ave near Grangewood Ln,309
12068,Main North Rd near Momorangi Cres,-43.48183,172.61637,3224,14,,,Memorial Ave near Hampton Pl,106
13998,Main North Rd near Neeves Rd,-43.40379,172.64565,284,5,,,Memorial Ave near Ilam Rd,309
15887,Main North Rd near Neeves Rd,-43.40365,172.64579,30,1,,,Memorial Ave near Kendal Ave,10
15031,Main North Rd near Old Main North Rd,-43.36002,172.66468,109,8,,,Memorial Ave near Otara St,138
13967,Main North Rd near Old Main North Rd,-43.35968,172.66458,1,0,,,Memorial Ave near Roydvale Ave,417
44699,Main North Rd near Pa Rd,-43.35052,172.66382,987,26,,,Memorial Ave near Spitfire Square,6070
44610,Main North Rd near Pa Rd,-43.34943,172.66389,4,0,,,Memorial Ave near Stableford Green,221
15083,Main North Rd near Parsonage Rd,-43.3214,172.6657,1389,63,,,Merivale Mall,3460
29294,Main North Rd near Queen Elizabeth II Dr,-43.48514,172.6164,6859,183,,,Merrin St near Farndale Pl,7
15927,Main North Rd near Richill St,-43.44512,172.63253,4494,297,,,Merrin St near Hawthornden Rd,19
12034,Main North Rd near Richill St,-43.44521,172.63216,346,11,,,Merrin St near Withells Rd,49
44681,Main North Rd near Sandhill Rd,-43.34059,172.66654,61,1,,,Middlepark Rd near Epsom Rd,162
32285,Main North Rd near School Rd,-43.32483,172.66593,2803,90,,,Middlepark Rd near Takaro Ave,366
26094,Main North Rd near School Rd,-43.32296,172.66561,54,5,,,Milton St,26
15201,Main North Rd near Spencerville Rd,-43.43314,172.64934,859,19,,,Milton St near Antrim St,128
32292,Main North Rd near Spencerville Rd,-43.43239,172.64956,538,13,,,Milton St near Drummond St,72
40914,Main North Rd near Sturrocks Rd,-43.47467,172.61724,6742,174,,,Milton St near Selwyn St,301
13470,Main North Rd near Sturrocks Rd,-43.47492,172.61692,513,21,,,Milton St near Simeon St,64
46961,Main North Rd near Styx Mill Rd,-43.46648,172.61827,454,8,,,Milton St near Strickland St,165
15943,Main North Rd near Swift St,-43.45241,172.62783,2938,152,,,Mona Vale Ave near Kilmarnock St,71
12372,Main North Rd near Swift St,-43.45222,172.62763,434,15,,,Moorhouse Ave near Antigua St,76
15049,Main North Rd near the lakes,-43.35683,172.66461,135,1,,,Moorhouse Ave near Hagley Ave,524
13352,Main North Rd near the lakes,-43.35645,172.66456,4,0,,,Moorhouse Ave near Madras St,411
15958,Main North Rd near Thompsons Rd,-43.4573,172.62469,5114,136,,,Moorhouse Ave near Manchester St,509
43711,Main North Rd near Thompsons Rd,-43.45642,172.62489,435,3,,,Moorhouse Ave near Montreal St,120
15645,Main North Rd near Tuckers Rd,-43.47968,172.61684,9601,407,,,Moorhouse Ave near Moorhouse Ave Slip S,478
12052,Main North Rd near Tuckers Rd,-43.47954,172.61655,1601,37,,,Moorhouse Ave near Orbell St,134
37933,Main North Rd near Vagues Rd,-43.48961,172.61452,6069,295,,,Moorhouse Ave near Selwyn St,811
42260,Main North Rd near Williams St,-43.36979,172.66409,1087,41,,,Moorhouse Ave near Stewart St,79
13811,Main North Rd near Williams St,-43.36971,172.66392,105,2,,,Moorhouse Ave near Waller Tce,32
15065,Main North Rd near Woodend Beach Rd,-43.33414,172.66654,10,1,,,Moorhouse Ave near Washington Wy,643
54512,Main North Rd near Woodend Rd,-43.3195,172.6662,15,0,,,Moorhouse near Manchester St,185
15217,Main North Rd near Wrights Rd,-43.4104,172.64922,515,22,,,Moorhouse Slip Nth near Colombo St,341
13933,Main North Rd near Wrights Rd,-43.40968,172.64867,51,1,,,Mt Pleasant,63
41557,Main Nth Rd near Gressons Rd,-43.29513,172.68441,83,1,,,Mt Pleasant Rd near Belleview Tce,14
37135,Main Nth Rd near Loftus St,-43.4959,172.60839,11242,547,,,Mt Pleasant Rd near Drayton Dr,814
44675,Main Nth Rd near Waikuku Beach Rd,-43.29036,172.68503,37,3,,,Mt Pleasant Rd near Main Rd,513
28980,Main Rd,-43.5561,172.71345,95,2,,,Murphys Rd near Graycliffe St,5
42583,Main Rd near Augusta St,-43.56227,172.7392,4156,129,,,Murphys Rd near Halswell Junction Rd,268
30795,Main Rd near Augusta St,-43.56186,172.73892,788,11,,,N Avon Rd near Chrystal St,437
42410,Main Rd near Celia St,-43.56009,172.7364,7778,220,,,N Avon Rd near Petrie St,276
28824,Main Rd near Celia St,-43.55995,172.73648,158,2,,,N Avon Rd near Tweed St,380
30814,Main Rd near Cliff St,-43.56627,172.74563,163,1,,,Nayland St near Hardwicke St,258
30619,Main Rd near Marriner St,-43.56608,172.75595,12,0,,,Nayland St near Head St,711
28946,Main Rd near Mccormacks Bay Rd,-43.55553,172.71808,505,17,,,Nayland St near Menzies St,222
42549,Main Rd near Moncks Bay Ln,-43.56639,172.74459,964,25,,,Nayland St near Stoke St,418
42508,Main Rd near Mulgans Trk,-43.56626,172.74729,197,1,,,New Brighton (Beresford St),2
42434,Main Rd near Raekura Pl,-43.55839,172.73419,1239,26,,,New Brighton Rd,51
28807,Main Rd near Raekura Pl,-43.55896,172.73519,169,2,,,New Brighton Rd near Bampton St,208
36242,Main Rd near St Andrews Hill Rd,-43.55815,172.71024,2415,40,,,New Brighton Rd near Bower Ave,855
28869,Main Rd near Te Awakura Tce,-43.55736,172.71122,443,5,,,New Brighton Rd near Horseshoe Lake Rd,88
42499,Main Rd near The Brae,-43.55615,172.71382,617,13,,,New Brighton Rd near Kingsford St,54
28848,Main Rd near Wakatu Ave,-43.56501,172.7418,3804,51,,,New Brighton Rd near Lake Terrace Rd,8
42565,Main Rd near Wakatu Ave,-43.56502,172.74157,1485,18,,,New Brighton Rd near Locksley Ave,11
17847,Main South Rd,-43.54015,172.55223,464,28,,,New Brighton Rd near Netherby Ln,255
43004,Main South Rd near Bowman Pl,-43.53399,172.56403,10458,48,,,New Brighton Rd near Queensbury St,16
39019,Main South Rd near Canterbury St,-43.54277,172.53339,2499,102,,,North Pde near Averill St,374
38994,Main South Rd near Canterbury St,-43.54308,172.53127,234,12,,,North Pde near Medway St,459
43089,Main South Rd near Carmen Rd,-43.54341,172.5238,21958,1315,4950,,North Pde near Poulton Ave,201
17777,Main South Rd near Chalmers St,-43.54391,172.52141,874,36,,,North Pde near Randall St,421
17490,Main South Rd near Chalmers St,-43.54366,172.52126,65,1,,,North Shore,158
38885,Main South Rd near Craven St,-43.53512,172.56156,25870,583,,,Northcote Rd near Fenchurch St,34
38918,Main South Rd near Craven St,-43.5355,172.56112,12700,203,,,Northcote Rd near Lydia St,
38859,Main South Rd near Curletts Rd,-43.53271,172.56617,5923,199,,,Northcote Rd near Uxbridge St,20
38788,Main South Rd near Curletts Rd,-43.53213,172.57025,1388,27,,,Northlands Mall (Langdons Rd),37
11027,Main South Rd near English St,-43.53309,172.56574,8717,120,,,Northwood,1032
38863,Main South Rd near English St,-43.5337,172.56427,3623,114,,,Northwood Blvd near Main North Rd,190
38956,Main South Rd near Garvins Rd,-43.54307,172.53956,3514,223,,,Northwood Blvd near Mounter Ave,1
38941,Main South Rd near Garvins Rd,-43.54319,172.53754,746,48,,,Norwich Quay near Canterbury St,7183
38939,Main South Rd near Hanworth Ave,-43.54345,172.54253,1128,48,,,Norwich Qy near Dublin St,5475
38925,Main South Rd near Harvard Ave,-43.54252,172.54785,1777,57,,,Nottingham Ave near Arkwright Pl,68
28518,Main South Rd near Lowther St,-43.53987,172.55191,2676,93,,,Oakridge St near Nicholls Rd,427
17488,Main South Rd near Seymour St,-43.54434,172.51731,2275,74,,,O'Neill Ave near Beechwood Dr,7
17754,Main South Rd near Seymour St,-43.54448,172.51733,1314,78,,,Opawa,190
38973,Main South Rd near Springs Rd,-43.54326,172.54319,549,14,,,Opawa Rd near Brabourne St,509
38987,Main South Rd near Tower St,-43.54312,172.52774,13125,668,,,Opawa Rd near Brougham St,1389
39003,Main South Rd near Tower St,-43.5433,172.52837,505,25,,,Opawa Rd near Cholmondeley Ave,147
38892,Main South Rd near Weaver Pl,-43.53768,172.55664,7596,400,,,Opawa Rd near Ensors Rd,144
38902,Main South Rd near Weaver Pl,-43.5379,172.55654,2052,139,,,Opawa Rd near Grange St,49
50984,Mairehau Rd ( Spinal Unit),-43.48124,172.68655,25,1,,,Opawa Rd near Hawford Rd,307
50997,Mairehau Rd (Spinal Unit),-43.4815,172.68597,657,22,,,Opawa Rd near Locarno St,146
18652,Mairehau Rd near Daytona Pl,-43.48045,172.69571,2021,79,,,Opawa Rd near Manatu Ln,636
12099,Mairehau Rd near Inwoods Rd,-43.48224,172.69919,80,5,,,Opawa Rd near Mary Mclean Pl,404
18668,Mairehau Rd near Inwoods Rd,-43.48231,172.699,22,2,,,Oram Ave near Hood St,167
12197,Mairehau Rd near Medina Cres,-43.48516,172.70165,116,4,,,Oram Ave near Rodney St,88
44344,Mairehau Rd near Putake Dr,-43.47972,172.69268,2751,127,,,Orchard Rd near Harewood Rd,447
41471,Mairehau Rd near Putake Dr,-43.47956,172.69226,245,6,,,Oxford Rd near Fairview Briars,1
12393,Mairehau Rd near Royal Pk Dr,-43.48013,172.69554,73,3,,,Oxford Street near Winchester Street,159
18675,Mairehau Rd near Tapiri St,-43.48491,172.70149,79,3,,,Pages Rd,157
32237,Major Hornbrook Rd near Belleview Tce,-43.56961,172.71662,1152,35,,,Pages Rd near Breezes Rd,6430
28443,Major Hornbrook Rd near Belleview Tce,-43.56938,172.7163,9,5,,,Pages Rd near Buckleys Rd,307
30776,Major Hornbrook Rd near Billys Trk,-43.56307,172.71602,1293,22,,,Pages Rd near Charles Gallagher Pl,1985
36005,Major Hornbrook Rd near Billys Trk,-43.56328,172.71616,415,8,,,Pages Rd near Farnborough St,112
30661,Major Hornbrook Rd near Billys Trk,-43.56162,172.71646,39,1,,,Pages Rd near Fir Tree Ln,787
36371,Major Hornbrook Rd near Billys Trk,-43.56152,172.71665,1,0,,,Pages Rd near Kearneys Rd,826
32200,Major Hornbrook Rd near Freeman St,-43.56544,172.71538,20,1,,,Pages Rd near Knightsbridge Ln,202
32179,Major Hornbrook Rd near Freeman St,-43.56553,172.71558,3,0,,,Pages Rd near Ottawa Rd,780
32216,Major Hornbrook Rd near Muritai Tce,-43.56698,172.71569,895,16,,,Pages Rd near Portchester St,339
30748,Major Hornbrook Rd near Muritai Tce,-43.5662,172.71669,253,3,,,Pages Rd near Rowan Ave,3013
28600,Major Hornbrook Rd near Muritai Tce,-43.56714,172.71605,8,0,,,Pages Rd near Shortland St,2796
28254,Major Hornbrook Rd near Rockview Pl,-43.57097,172.71853,410,9,,,Pages Rd near Waitaki St,70
32151,Major Hornbrook Rd near Rockview Pl,-43.57083,172.71854,37,0,,,Pages Rd near Woodham Rd,152
36203,Major Hornbrook Rd near St Andrews Hill Rd,-43.55984,172.71761,19,0,,,Pak n Save Wainoni,2659
53687,Manchester St near Allen St,-43.53816,172.63974,55,2,,,Papanui,654
14318,Manchester St near Kilmore St,-43.52622,172.63972,2638,66,,,Papanui Rd near Bellvue Ave,202
53144,Manchester St near Kilmore St,-43.52652,172.6396,1867,28,,,Papanui Rd near Blighs Rd,685
14302,Manchester St near Salisbury St,-43.52467,172.63971,5365,123,,,Papanui Rd near Clare Rd,438
14864,Manchester St near Salisbury St,-43.5241,172.63953,1026,48,,,Papanui Rd near Grants Rd,54
53673,Manchester St near Welles St,-43.53753,172.63958,665,25,,,Papanui Rd near Hawthorne St,395
53061,Manchester St Super Stop,-43.53137,172.63953,24408,567,9203,,Papanui Rd near Heaton St,299
53074,Manchester St Super Stop,-43.53077,172.63975,13539,318,,,Papanui Rd near Holly Rd,1591
45010,Mandeville St,-43.53537,172.60703,925,36,,,Papanui Rd near Mays Rd,670
46076,Mandeville St,-43.53594,172.60694,562,20,,,Papanui Rd near Milford St,217
46318,Mandeville St near Kyle St,-43.5324,172.6066,1078,30,,,Papanui Rd near Murray Pl,410
45960,Mandeville St near Kyle St,-43.5324,172.60641,278,12,,,Papanui Rd near Normans Rd,851
14801,Manurere St,-43.53526,172.52011,3445,131,,,Papanui Rd near Paparoa St,165
14791,Manurere St near Ranui St,-43.53355,172.52247,1835,66,,,Papanui Rd near Rugby St,883
14146,Manurere St near Ranui St,-43.53335,172.52331,720,69,,,Papanui Rd near St Albans St,245
14789,Manurere St near Tauiwi Cres,-43.53096,172.52508,1847,78,,,Papanui Rd near Tomes Rd,252
14608,Manurere St near Tauiwi Cres,-43.531,172.52515,1009,50,,,Papanui Rd near Webb St,976
14133,Manurere St near Wycola Ave,-43.5354,172.52021,585,51,,,Papanui Rd near Weston Rd,206
18257,Marine Pde near Bowhill Rd,-43.49485,172.72639,69,3,,,Park Tce,36
12166,Marine Pde near Bowhill Rd,-43.49606,172.72694,24,0,,,Park Tce near Bealey Ave,55
12178,Marine Pde near Cygnet St,-43.49281,172.72582,89,3,,,Park Tce near Chester St W,33
18046,Marine Pde near Cygnet St,-43.49225,172.72549,87,1,,,Park Tce near Cressy Tce,31
40277,Marine Pde near Hawke St,-43.50496,172.72998,111,10,,,Park Tce near Peterborough St,189
18226,Marine Pde near Lonsdale St,-43.50238,172.729,43,2,,,Parker St near Kathleen Cres,306
12145,Marine Pde near Lonsdale St,-43.503,172.72943,5,0,,,Parker St near Steele St,8
18566,Marine Pde near Rawhiti Ave,-43.49989,172.72807,20,3,,,Patterson Tce near Alvaston Dr,379
12150,Marine Pde near Rawhiti Ave,-43.50135,172.72879,2,0,,,Patterson Tce near Brigham Dr,21
42577,Marriner St near Main Rd,-43.56683,172.75672,5471,126,,,Patterson Tce near Calverton Place,5
30635,Marriner St near Richmond Hill Wlk,-43.56731,172.75766,33,0,,,Patterson Tce near Clipston Pl,
30674,Marriner St near Wakefield Ave,-43.56851,172.75921,181,2,,,Patterson Tce near Rempstone Dr,186
46840,Marshland Rd,-43.49274,172.66114,99,3,,,Patterson Tce near Ridder Pl,163
46903,Marshland Rd,-43.4934,172.66152,60,2,,,Pegasus Blvd near Pegasus Main St,489
13306,Marshland Rd near Alma Pl,-43.50502,172.66247,1043,67,,,Pegasus Blvd near SH-1,230
18647,Marshland Rd near Amos Pl,-43.50146,172.66229,2248,127,,,Pegasus Blvd near Solander Rd,2
43954,Marshland Rd near Cotton St,-43.4955,172.66168,3441,141,,,Pegasus Blvd near Waireka St,386
12465,Marshland Rd near Cotton St,-43.49563,172.6615,734,42,,,Pegasus Blvd near Whakatipu St,547
18610,Marshland Rd near Hammersley Ave,-43.50327,172.66248,492,14,,,Pegasus Main St near Motu Qy,1280
12258,Marshland Rd near Hammersley Ave,-43.50357,172.66231,337,12,,,Penruddock Rise near Francis Mill Grove,1
43949,Marshland Rd near Hercules St,-43.50523,172.66271,1614,79,,,Penruddock Rise near Sedbergh Place,62
12243,Marshland Rd near Joy St,-43.50094,172.66207,496,13,,,Penruddock Rse near Croftfield Pl,54
43912,Marshland Rd near Mcsaveneys Rd,-43.48481,172.6604,6,0,,,Penruddock Rse near Hamish Pl,265
12477,Marshland Rd near Pagoda St,-43.49866,172.66183,596,19,,,Penruddock Rse near Highcrest Hts,92
18521,Marshland Rd near Voss St,-43.49787,172.66191,1565,56,,,Penruddock Rse near Pembridge Ln,72
42153,Martindales Rd near Station Rd,-43.57598,172.70775,1661,105,,,Penruddock Rse near Sedgwick Wy,
42021,Martindales Rd near Truscotts Rd,-43.5759,172.70739,311,26,,,Port Hills Rd near Ardtrea Ln,178
17806,Masefield Dr near Durrell Wy,-43.59701,172.3921,3983,144,,,Port Hills Rd near Avoca Valley Rd,123
17950,Masefield Dr near Durrell Wy,-43.59681,172.39193,36,4,,,Port Hills Rd near Castleview Ln,113
42315,Masham Rd near Kintyre Dr,-43.5226,172.533,1283,42,,,Port Hills Rd near Chapmans Rd,280
24674,Masham Rd near Rosella St,-43.52229,172.53284,4390,145,,,Port Hills Rd near Curries Rd,144
33060,Mathers Rd near Cedars St,-43.5583,172.5991,438,6,,,Port Hills Rd near Horotane Valley Rd,211
33115,Mathers Rd near Hoon Hay Rd,-43.5581,172.59922,1942,72,,,Port Hills Rd near Martindales Rd,189
33025,Mathers Rd near Redgrave St,-43.56243,172.59192,1627,45,,,Port Hills Rd near Mauger Dr,33
33245,Mathers Rd near Redgrave St,-43.56251,172.59199,97,4,,,Port Hills Rd near Nuttall Dr,162
33143,Mathers Rd near Waters St,-43.55984,172.59627,4599,122,,,Port Hills Rd near Stedley Pl,607
33158,Mathers Rd near Waters St,-43.55996,172.5963,727,12,,,Port Hills Rd near Vega Pl,11
28914,Matipo St near Elizabeth St,-43.53586,172.59643,1419,56,,,Prebbleton,1252
28594,Matipo St near Maxwell St,-43.53242,172.59576,1023,17,,,Preston Downs Reserve,
28587,Matipo St near Peverel St,-43.53309,172.59603,810,58,,,Prestons (Te Korari St),131
28951,Matipo St near Rex St,-43.53619,172.5963,2504,103,,,Prestons Rd near Alpine View,28
33018,Mccarthy St near Rowley Ave,-43.56341,172.5887,3589,238,,,Prestons Rd near Te Korari St,92
33213,Mccarthy St near Rowley Ave,-43.56351,172.58871,373,6,,,Prestons School,155
53267,McCormacks Bay Rd & Maffeys Rd WB,-43.55941,172.72521,91,1,,,Princess Margaret Hospital,2683
45941,Mcgregors Rd near Ruru Rd,-43.53073,172.68473,1,0,,,Purchas St near Colombo St,428
47003,Mcgregors Rd near Ruru Rd,-43.53081,172.68449,1,0,,,Queenspark,1286
17367,Memorial Ave near Avice Hill Reserve,-43.49828,172.55822,2668,104,,,Queenspark Dr near Bower Ave,183
17538,Memorial Ave near Avice Hill Reserve,-43.49867,172.55839,973,46,,,Queenspark Dr near Branksome Pl,249
17346,Memorial Ave near Burnside Park,-43.50247,172.56484,1370,41,,,Queenspark Dr near Brentwood St,357
17643,Memorial Ave near Burnside Park,-43.50297,172.56523,41,0,,,Queenspark Dr near Broadhaven Ave,9
17689,Memorial Ave near Chilcombe St,-43.51496,172.58468,1344,29,,,Queenspark Dr near Chadbury St,1379
17160,Memorial Ave near Chilcombe St,-43.51486,172.58423,277,7,,,Queenspark Dr near Chadlington St,829
17322,Memorial Ave near Grahams Rd,-43.50665,172.5715,2850,64,,,Queenspark Dr near Donnington St,4
40427,Memorial Ave near Grahams Rd,-43.50702,172.57168,271,7,,,Queenspark Dr near Inwoods Rd,793
17333,Memorial Ave near Grangewood Ln,-43.50415,172.56754,1355,33,,,Queenspark Dr near Lamorna Rd,225
17615,Memorial Ave near Grangewood Ln,-43.50411,172.56704,220,7,,,Quinns Rd near Hercules St,3
37721,Memorial Ave near Hampton Pl,-43.51062,172.57778,704,15,,,Racecourse Rd near O'briens Rd,372
11425,Memorial Ave near Hampton Pl,-43.51082,172.57782,63,1,,,Radley St near Chichester St,20
43571,Memorial Ave near Ilam Rd,-43.51205,172.58006,1727,32,,,Radley St near Cumnor Tce,2
43101,Memorial Ave near Ilam Rd,-43.51216,172.57994,214,4,,,Radley St near Sheldon St,
17670,Memorial Ave near Kendal Ave,-43.50165,172.56312,30,4,,,Radley St near Tavender St,2
17125,Memorial Ave near Otara St,-43.51672,172.58747,841,22,,,Ramahana Rd near Aotea Tce,66
17351,Memorial Ave near Roydvale Ave,-43.49998,172.56086,1731,32,,,Ramahana Rd near Centaurus Rd,30
17604,Memorial Ave near Roydvale Ave,-43.50034,172.56104,19,2,,,Rangiora (Ashley St),4281
17102,Memorial Ave near Spitfire Square,-43.49081,172.54674,10297,452,,,Rangiora Woodend Rd near Chinnerys Rd,130
17379,Memorial Ave near Spitfire Square,-43.49048,172.54582,934,33,,,Rapaki,16
17085,Memorial Ave near Stableford Green,-43.49699,172.55621,1897,54,,,Ravensdale Rise at Ravensdale Park,105
38580,Merivale Mall,-43.51149,172.62105,12801,768,,,Ravensdale rise near Cumbria Lane,152
39706,Merivale Mall,-43.51076,172.62063,7168,318,,,Ravensdale Rise near Woodside Common,63
47775,Merrin St near Farndale Pl,-43.51012,172.56025,174,0,,,Redwood,196
10354,Merrin St near Hawthornden Rd,-43.50883,172.55153,10,0,,,Regent's Park Dr near Aylsham Ln,76
46631,Merrin St near Withells Rd,-43.51041,172.55708,511,19,,,Regent's Park Dr near Primrose Hill Ln,39
24027,Middlepark Rd near Epsom Rd,-43.53641,172.55179,1127,48,,,Regents Park Dr near Styx Mill Rd,74
24036,Middlepark Rd near Takaro Ave,-43.53313,172.55606,2999,41,,,Regents Park Dr near Woodhurst Dr,
25312,Middlepark Rd near Takaro Ave,-43.53423,172.55496,533,7,,,Riccarton Ave,631
33369,Milton St,-43.5524,172.63019,295,6,,,Riccarton Ave (Hospital),2544
33162,Milton St near Antrim St,-43.5506,172.63375,403,16,,,Riccarton Rd near Balgay St,2225
33395,Milton St near Drummond St,-43.5507,172.63548,346,13,,,Riccarton Rd near Field Tce,2558
33382,Milton St near Selwyn St,-43.55384,172.62777,1709,15,,,Riccarton Rd near Harakeke St,3176
33191,Milton St near Selwyn St,-43.55369,172.62777,1335,60,,,Riccarton Rd near Middleton Rd,746
53536,Milton St near Selwyn St,-43.55478,172.62635,88,3,,,Riccarton Rd near Newnham Tce,4403
54032,Milton St near Simeon St,-43.55591,172.62432,309,9,,,Riccarton Rd near Shand Cres,1528
40502,Milton St near Strickland St,-43.55229,172.63013,993,28,,,Riccarton Rd near Wainui St,2391
10128,Mona Vale Ave near Kilmarnock St,-43.52682,172.60934,667,13,,,Richill St near Main North Rd,4
10976,Mona Vale Ave near Kilmarnock St,-43.52695,172.60918,180,10,,,Richmond Ave near Kruger Ave,205
33284,Moorhouse Ave near Antigua St,-43.54011,172.62721,707,14,,,Rocking Horse Rd near Godwit St,95
36022,Moorhouse Ave near Hagley Ave,-43.53985,172.61917,4071,116,,,Rocking Horse Rd near Heron St,156
14523,Moorhouse Ave near Madras St,-43.5398,172.64336,2669,47,,,Rocking Horse Rd near Penguin St,135
30603,Moorhouse Ave near Manchester St,-43.53978,172.64139,5050,139,,,Rocking Horse Rd near Petrel Ln,1051
36080,Moorhouse Ave near Montreal St,-43.53978,172.63308,931,45,,,Rocking Horse Rd near Plover St,105
33266,Moorhouse Ave near Montreal St,-43.5401,172.63011,250,6,,,Rocking Horse Rd near Tern St,177
28644,Moorhouse Ave near Moorhouse Ave Slip S,-43.54009,172.63591,2993,116,,,Rocking Horse Rd near Torea Ln,62
28628,Moorhouse Ave near Orbell St,-43.5401,172.63268,688,16,,,Rocking Horse Rd near Whimbrels Wy,3
33250,Moorhouse Ave near Selwyn St,-43.54009,172.62017,3085,92,,,Rodney St near Union St,147
14683,Moorhouse Ave near Selwyn St,-43.53982,172.6224,951,25,,,Rolleston (Kidman St),3573
14373,Moorhouse Ave near Stewart St,-43.53982,172.62525,1415,12,,,Rolleston Ave near Gloucester St,457
36014,Moorhouse Ave near Waller Tce,-43.54011,172.6245,244,3,,,Rolleston College,32
14736,Moorhouse Ave near Washington Wy,-43.54008,172.64484,5904,113,,,Rolleston Dr near Lincoln Rolleston Rd,1232
36098,Moorhouse near Manchester St,-43.54008,172.64066,2332,90,,,Rolleston Dr near Othello Dr,915
51830,Moorhouse Slip Nth near Colombo St,-43.53983,172.63703,2818,141,,,Rolleston Dr near Renoir Dr,263
30711,Mt Pleasant,-43.55857,172.72925,578,18,,,Rolleston Terminus,1488
32649,Mt Pleasant Rd near Belleview Tce,-43.56983,172.72114,44,4,,,Rookwood Ave near Marriotts Rd,377
36067,Mt Pleasant Rd near Belleview Tce,-43.57029,172.7211,8,0,,,Rose St near Beechworth Ave,823
32631,Mt Pleasant Rd near Drayton Dr,-43.56804,172.72118,5083,236,,,Rose St near Cashmere View St,82
42475,Mt Pleasant Rd near Main Rd,-43.55569,172.71761,4239,100,,,Rose St near Hoon Hay Rd,640
53570,Murphys Rd near Graycliffe St,-43.57801,172.55284,22,1,,,Rose St near Marley View St,21
53589,Murphys Rd near Halswell Junction Rd,-43.57758,172.55322,4370,109,,,Rossall St near Glandovey Rd,85
